"OID","Country or Area","Year","Description","Magnitude","Value"
"66864..XZF...","LIBERIA","1984","CPI % CHANGE","PERCENT PER ANNU","1.2383"
"66864..XZF...","LIBERIA","1983","CPI % CHANGE","PERCENT PER ANNU","2.74318"
"66864..XZF...","LIBERIA","1982","CPI % CHANGE","PERCENT PER ANNU","5.97753"
"66864..XZF...","LIBERIA","1981","CPI % CHANGE","PERCENT PER ANNU","7.60557"
"66864..XZF...","LIBERIA","1980","CPI % CHANGE","PERCENT PER ANNU","14.6865"
"66864..XZF...","LIBERIA","1979","CPI % CHANGE","PERCENT PER ANNU","11.5831"
"66864..XZF...","LIBERIA","1978","CPI % CHANGE","PERCENT PER ANNU","7.30514"
"66864..XZF...","LIBERIA","1977","CPI % CHANGE","PERCENT PER ANNU","6.21473"
"66864..XZF...","LIBERIA","1976","CPI % CHANGE","PERCENT PER ANNU","5.62309"
"66864..XZF...","LIBERIA","1975","CPI % CHANGE","PERCENT PER ANNU","14.0009"
"66864..XZF...","LIBERIA","1974","CPI % CHANGE","PERCENT PER ANNU","19.0147"
"66864..XZF...","LIBERIA","1973","CPI % CHANGE","PERCENT PER ANNU","19.6131"
"66864..XZF...","LIBERIA","1972","CPI % CHANGE","PERCENT PER ANNU","3.90795"
"66864..XZF...","LIBERIA","1971","CPI % CHANGE","PERCENT PER ANNU","-0.774227"
"66864..XZF...","LIBERIA","1970","CPI % CHANGE","PERCENT PER ANNU","1.57958"
"66864..XZF...","LIBERIA","1969","CPI % CHANGE","PERCENT PER ANNU","11.2561"
"66864..XZF...","LIBERIA","1968","CPI % CHANGE","PERCENT PER ANNU","1.52063"
"66864..XZF...","LIBERIA","1967","CPI % CHANGE","PERCENT PER ANNU","5.83174"
"66864..XZF...","LIBERIA","1966","CPI % CHANGE","PERCENT PER ANNU","2.34834"
"67264...ZF...","LIBYA","2008","CPI: COST OF LIVING","INDEX NUMBER","118.97"
"67264..XZF...","LIBYA","2008","CPI % CHANGE","PERCENT PER ANNU","10.3607"
"67264...ZF...","LIBYA","2007","CPI: COST OF LIVING","INDEX NUMBER","107.801"
"67264..XZF...","LIBYA","2007","CPI % CHANGE","PERCENT PER ANNU","6.25099"
"67264...ZF...","LIBYA","2006","CPI: COST OF LIVING","INDEX NUMBER","101.459"
"67264..XZF...","LIBYA","2006","CPI % CHANGE","PERCENT PER ANNU","1.45927"
"67264...ZF...","LIBYA","2005","CPI: COST OF LIVING","INDEX NUMBER","100"
"67264..XZF...","LIBYA","2005","CPI % CHANGE","PERCENT PER ANNU","2.65021"
"67264...ZF...","LIBYA","2004","CPI: COST OF LIVING","INDEX NUMBER","97.4182"
"67264..XZF...","LIBYA","2004","CPI % CHANGE","PERCENT PER ANNU","-2.19757"
"67264...ZF...","LIBYA","2003","CPI: COST OF LIVING","INDEX NUMBER","99.6072"
"67264..XZF...","LIBYA","2003","CPI % CHANGE","PERCENT PER ANNU","-2.19115"
"67264...ZF...","LIBYA","2002","CPI: COST OF LIVING","INDEX NUMBER","101.839"
"67264..XZF...","LIBYA","2002","CPI % CHANGE","PERCENT PER ANNU","-9.79765"
"67264...ZF...","LIBYA","2001","CPI: COST OF LIVING","INDEX NUMBER","112.9"
"67264..XZF...","LIBYA","2001","CPI % CHANGE","PERCENT PER ANNU","-8.81394"
"67264...ZF...","LIBYA","2000","CPI: COST OF LIVING","INDEX NUMBER","123.813"
"67264..XZF...","LIBYA","2000","CPI % CHANGE","PERCENT PER ANNU","-2.9"
"67264...ZF...","LIBYA","1999","CPI: COST OF LIVING","INDEX NUMBER","127.511"
"67264..XZF...","LIBYA","1999","CPI % CHANGE","PERCENT PER ANNU","2.64862"
"67264...ZF...","LIBYA","1998","CPI: COST OF LIVING","INDEX NUMBER","124.221"
"67264..XZF...","LIBYA","1998","CPI % CHANGE","PERCENT PER ANNU","3.70927"
"67264...ZF...","LIBYA","1997","CPI: COST OF LIVING","INDEX NUMBER","119.778"
"67264..XZF...","LIBYA","1997","CPI % CHANGE","PERCENT PER ANNU","3.5503"
"67264...ZF...","LIBYA","1996","CPI: COST OF LIVING","INDEX NUMBER","115.671"
"67264..XZF...","LIBYA","1996","CPI % CHANGE","PERCENT PER ANNU","4.02808"
"67264...ZF...","LIBYA","1995","CPI: COST OF LIVING","INDEX NUMBER","111.192"
"67264..XZF...","LIBYA","1995","CPI % CHANGE","PERCENT PER ANNU","7.23798"
"67264...ZF...","LIBYA","1994","CPI: COST OF LIVING","INDEX NUMBER","103.687"
"67264..XZF...","LIBYA","1994","CPI % CHANGE","PERCENT PER ANNU","5.1126"
"67264...ZF...","LIBYA","1993","CPI: COST OF LIVING","INDEX NUMBER","98.644"
"67264..XZF...","LIBYA","1993","CPI % CHANGE","PERCENT PER ANNU","11.0736"
"67264...ZF...","LIBYA","1992","CPI: COST OF LIVING","INDEX NUMBER","88.8096"
"67264..XZF...","LIBYA","1992","CPI % CHANGE","PERCENT PER ANNU","9.35975"
"67264...ZF...","LIBYA","1991","CPI: COST OF LIVING","INDEX NUMBER","81.2087"
"67264..XZF...","LIBYA","1991","CPI % CHANGE","PERCENT PER ANNU","11.8961"
"67264...ZF...","LIBYA","1990","CPI: COST OF LIVING","INDEX NUMBER","72.5751"
"67264..XZF...","LIBYA","1990","CPI % CHANGE","PERCENT PER ANNU","8.45146"
"67264...ZF...","LIBYA","1989","CPI: COST OF LIVING","INDEX NUMBER","66.9194"
"67264..XZF...","LIBYA","1989","CPI % CHANGE","PERCENT PER ANNU","1.51184"
"67264...ZF...","LIBYA","1988","CPI: COST OF LIVING","INDEX NUMBER","65.9228"
"67264..XZF...","LIBYA","1988","CPI % CHANGE","PERCENT PER ANNU","6.08696"
"67264...ZF...","LIBYA","1987","CPI: COST OF LIVING","INDEX NUMBER","62.1403"
"67264..XZF...","LIBYA","1987","CPI % CHANGE","PERCENT PER ANNU","4.35572"
"67264...ZF...","LIBYA","1986","CPI: COST OF LIVING","INDEX NUMBER","59.5466"
"67264..XZF...","LIBYA","1986","CPI % CHANGE","PERCENT PER ANNU","3.29098"
"67264...ZF...","LIBYA","1985","CPI: COST OF LIVING","INDEX NUMBER","57.6494"
"67264..XZF...","LIBYA","1985","CPI % CHANGE","PERCENT PER ANNU","9.13844"
"67264...ZF...","LIBYA","1984","CPI: COST OF LIVING","INDEX NUMBER","52.8223"
"67264..XZF...","LIBYA","1984","CPI % CHANGE","PERCENT PER ANNU","12.4776"
"67264...ZF...","LIBYA","1983","CPI: COST OF LIVING","INDEX NUMBER","46.9625"
"67264..XZF...","LIBYA","1983","CPI % CHANGE","PERCENT PER ANNU","10.6052"
"67264...ZF...","LIBYA","1982","CPI: COST OF LIVING","INDEX NUMBER","42.4596"
"67264..XZF...","LIBYA","1982","CPI % CHANGE","PERCENT PER ANNU","10.2588"
"67264...ZF...","LIBYA","1981","CPI: COST OF LIVING","INDEX NUMBER","38.509"
"67264..XZF...","LIBYA","1981","CPI % CHANGE","PERCENT PER ANNU","11.1997"
"67264...ZF...","LIBYA","1980","CPI: COST OF LIVING","INDEX NUMBER","34.6305"
"67264..XZF...","LIBYA","1980","CPI % CHANGE","PERCENT PER ANNU","9.73429"
"67264A..ZF...","LIBYA","1979","FOODSTUFFS","INDEX NUMBER","180.74"
"67264...ZF...","LIBYA","1979","CPI: COST OF LIVING","INDEX NUMBER","31.5585"
"67264..XZF...","LIBYA","1979","CPI % CHANGE","PERCENT PER ANNU","-6.03903"
"67264A..ZF...","LIBYA","1978","FOODSTUFFS","INDEX NUMBER","142.187"
"67264...ZF...","LIBYA","1978","CPI: COST OF LIVING","INDEX NUMBER","33.5868"
"67264..XZF...","LIBYA","1978","CPI % CHANGE","PERCENT PER ANNU","29.3798"
"67264A..ZF...","LIBYA","1977","FOODSTUFFS","INDEX NUMBER","127.264"
"67264...ZF...","LIBYA","1977","CPI: COST OF LIVING","INDEX NUMBER","25.9598"
"67264..XZF...","LIBYA","1977","CPI % CHANGE","PERCENT PER ANNU","6.28021"
"67264A..ZF...","LIBYA","1976","FOODSTUFFS","INDEX NUMBER","113.504"
"67264...ZF...","LIBYA","1976","CPI: COST OF LIVING","INDEX NUMBER","24.4259"
"67264..XZF...","LIBYA","1976","CPI % CHANGE","PERCENT PER ANNU","5.47922"
"67264A..ZF...","LIBYA","1975","FOODSTUFFS","INDEX NUMBER","100.016"
"67264...ZF...","LIBYA","1975","CPI: COST OF LIVING","INDEX NUMBER","23.157"
"67264..XZF...","LIBYA","1975","CPI % CHANGE","PERCENT PER ANNU","9.1192"
"67264A..ZF...","LIBYA","1974","FOODSTUFFS","INDEX NUMBER","93.9041"
"67264...ZF...","LIBYA","1974","CPI: COST OF LIVING","INDEX NUMBER","21.2218"
"67264..XZF...","LIBYA","1974","CPI % CHANGE","PERCENT PER ANNU","7.45845"
"67264A..ZF...","LIBYA","1973","FOODSTUFFS","INDEX NUMBER","87.771"
"67264...ZF...","LIBYA","1973","CPI: COST OF LIVING","INDEX NUMBER","19.7488"
"67264..XZF...","LIBYA","1973","CPI % CHANGE","PERCENT PER ANNU","7.9709"
"67264A..ZF...","LIBYA","1972","FOODSTUFFS","INDEX NUMBER","95.8705"
"67264...ZF...","LIBYA","1972","CPI: COST OF LIVING","INDEX NUMBER","18.2909"
"67264..XZF...","LIBYA","1972","CPI % CHANGE","PERCENT PER ANNU","-0.251023"
"67264A..ZF...","LIBYA","1971","FOODSTUFFS","INDEX NUMBER","96.5986"
"67264...ZF...","LIBYA","1971","CPI: COST OF LIVING","INDEX NUMBER","18.3369"
"67264..XZF...","LIBYA","1971","CPI % CHANGE","PERCENT PER ANNU","-3.10385"
"67264A..ZF...","LIBYA","1970","FOODSTUFFS","INDEX NUMBER","118.436"
"67264...ZF...","LIBYA","1970","CPI: COST OF LIVING","INDEX NUMBER","18.9243"
"67264..XZF...","LIBYA","1970","CPI % CHANGE","PERCENT PER ANNU","-5.29637"
"67264A..ZF...","LIBYA","1969","FOODSTUFFS","INDEX NUMBER","98.3167"
"67264...ZF...","LIBYA","1969","CPI: COST OF LIVING","INDEX NUMBER","19.9826"
"67264..XZF...","LIBYA","1969","CPI % CHANGE","PERCENT PER ANNU","9.78597"
"67264A..ZF...","LIBYA","1968","FOODSTUFFS","INDEX NUMBER","88.825"
"67264...ZF...","LIBYA","1968","CPI: COST OF LIVING","INDEX NUMBER","18.2014"
"67264..XZF...","LIBYA","1968","CPI % CHANGE","PERCENT PER ANNU","0.391231"
"67264A..ZF...","LIBYA","1967","FOODSTUFFS","INDEX NUMBER","83.925"
"67264...ZF...","LIBYA","1967","CPI: COST OF LIVING","INDEX NUMBER","18.1305"
"67264..XZF...","LIBYA","1967","CPI % CHANGE","PERCENT PER ANNU","7.29611"
"67264A..ZF...","LIBYA","1966","FOODSTUFFS","INDEX NUMBER","82.2583"
"67264...ZF...","LIBYA","1966","CPI: COST OF LIVING","INDEX NUMBER","16.8976"
"67264..XZF...","LIBYA","1966","CPI % CHANGE","PERCENT PER ANNU","12.2429"
"67264A..ZF...","LIBYA","1965","FOODSTUFFS","INDEX NUMBER","72"
"67264...ZF...","LIBYA","1965","CPI: COST OF LIVING","INDEX NUMBER","15.0545"
"67264..XZF...","LIBYA","1965","CPI % CHANGE","PERCENT PER ANNU","11.425"
"67264A..ZF...","LIBYA","1964","FOODSTUFFS","INDEX NUMBER","68.7667"
"67264...ZF...","LIBYA","1964","CPI: COST OF LIVING","INDEX NUMBER","13.5109"
"67264A..ZF...","LIBYA","1963","FOODSTUFFS","INDEX NUMBER","65.8083"
"67264A..ZF...","LIBYA","1962","FOODSTUFFS","INDEX NUMBER","61.7583"
"67264A..ZF...","LIBYA","1961","FOODSTUFFS","INDEX NUMBER","59.1333"
"67264A..ZF...","LIBYA","1960","FOODSTUFFS","INDEX NUMBER","59.2167"
"67264A..ZF...","LIBYA","1959","FOODSTUFFS","INDEX NUMBER","53.275"
"67264A..ZF...","LIBYA","1958","FOODSTUFFS","INDEX NUMBER","50.875"
"67264A..ZF...","LIBYA","1957","FOODSTUFFS","INDEX NUMBER","48.5333"
"67264A..ZF...","LIBYA","1956","FOODSTUFFS","INDEX NUMBER","50.8"
"67264A..ZF...","LIBYA","1955","FOODSTUFFS","INDEX NUMBER","46.6"
"94664H..ZF...","LITHUANIA","2009","HARMONIZED CPI 2005=100","INDEX NUMBER","127.087"
"94664..XZF...","LITHUANIA","2009","CPI % CHANGE","PERCENT PER ANNU","4.45001"
"94664...ZF...","LITHUANIA","2009","CONSUMER PRICES","INDEX NUMBER","127.119"
"94664H..ZF...","LITHUANIA","2008","HARMONIZED CPI 2005=100","INDEX NUMBER","122.007"
"94664..XZF...","LITHUANIA","2008","CPI % CHANGE","PERCENT PER ANNU","10.9328"
"94664...ZF...","LITHUANIA","2008","CONSUMER PRICES","INDEX NUMBER","121.703"
"94664H..ZF...","LITHUANIA","2007","HARMONIZED CPI 2005=100","INDEX NUMBER","109.829"
"94664..XZF...","LITHUANIA","2007","CPI % CHANGE","PERCENT PER ANNU","5.74555"
"94664...ZF...","LITHUANIA","2007","CONSUMER PRICES","INDEX NUMBER","109.709"
"94664H..ZF...","LITHUANIA","2006","HARMONIZED CPI 2005=100","INDEX NUMBER","103.788"
"94664..XZF...","LITHUANIA","2006","CPI % CHANGE","PERCENT PER ANNU","3.74806"
"94664...ZF...","LITHUANIA","2006","CONSUMER PRICES","INDEX NUMBER","103.748"
"94664H..ZF...","LITHUANIA","2005","HARMONIZED CPI 2005=100","INDEX NUMBER","100"
"94664..XZF...","LITHUANIA","2005","CPI % CHANGE","PERCENT PER ANNU","2.66454"
"94664...ZF...","LITHUANIA","2005","CONSUMER PRICES","INDEX NUMBER","100"
"94664H..ZF...","LITHUANIA","2004","HARMONIZED CPI 2005=100","INDEX NUMBER","97.4108"
"94664..XZF...","LITHUANIA","2004","CPI % CHANGE","PERCENT PER ANNU","1.14238"
"94664...ZF...","LITHUANIA","2004","CONSUMER PRICES","INDEX NUMBER","97.4046"
"94664H..ZF...","LITHUANIA","2003","HARMONIZED CPI 2005=100","INDEX NUMBER","96.2908"
"94664..XZF...","LITHUANIA","2003","CPI % CHANGE","PERCENT PER ANNU","-1.13202"
"94664...ZF...","LITHUANIA","2003","CONSUMER PRICES","INDEX NUMBER","96.3044"
"94664H..ZF...","LITHUANIA","2002","HARMONIZED CPI 2005=100","INDEX NUMBER","97.3441"
"94664..XZF...","LITHUANIA","2002","CPI % CHANGE","PERCENT PER ANNU","0.285744"
"94664...ZF...","LITHUANIA","2002","CONSUMER PRICES","INDEX NUMBER","97.4071"
"94664H..ZF...","LITHUANIA","2001","HARMONIZED CPI 2005=100","INDEX NUMBER","97.0108"
"94664..XZF...","LITHUANIA","2001","CPI % CHANGE","PERCENT PER ANNU","1.35678"
"94664...ZF...","LITHUANIA","2001","CONSUMER PRICES","INDEX NUMBER","97.1296"
"94664H..ZF...","LITHUANIA","2000","HARMONIZED CPI 2005=100","INDEX NUMBER","95.5291"
"94664..XZF...","LITHUANIA","2000","CPI % CHANGE","PERCENT PER ANNU","0.990777"
"94664...ZF...","LITHUANIA","2000","CONSUMER PRICES","INDEX NUMBER","95.8294"
"94664H..ZF...","LITHUANIA","1999","HARMONIZED CPI 2005=100","INDEX NUMBER","94.5075"
"94664..XZF...","LITHUANIA","1999","CPI % CHANGE","PERCENT PER ANNU","0.753709"
"94664...ZF...","LITHUANIA","1999","CONSUMER PRICES","INDEX NUMBER","94.8892"
"94664..XZF...","LITHUANIA","1998","CPI % CHANGE","PERCENT PER ANNU","5.07493"
"94664...ZF...","LITHUANIA","1998","CONSUMER PRICES","INDEX NUMBER","94.1794"
"94664..XZF...","LITHUANIA","1997","CPI % CHANGE","PERCENT PER ANNU","8.87789"
"94664...ZF...","LITHUANIA","1997","CONSUMER PRICES","INDEX NUMBER","89.6307"
"94664..XZF...","LITHUANIA","1996","CPI % CHANGE","PERCENT PER ANNU","24.6181"
"94664...ZF...","LITHUANIA","1996","CONSUMER PRICES","INDEX NUMBER","82.3222"
"94664..XZF...","LITHUANIA","1995","CPI % CHANGE","PERCENT PER ANNU","39.6568"
"94664...ZF...","LITHUANIA","1995","CONSUMER PRICES","INDEX NUMBER","66.0596"
"94664..XZF...","LITHUANIA","1994","CPI % CHANGE","PERCENT PER ANNU","72.1501"
"94664...ZF...","LITHUANIA","1994","CONSUMER PRICES","INDEX NUMBER","47.3014"
"94664..XZF...","LITHUANIA","1993","CPI % CHANGE","PERCENT PER ANNU","410.241"
"94664...ZF...","LITHUANIA","1993","CONSUMER PRICES","INDEX NUMBER","27.4768"
"94664...ZF...","LITHUANIA","1992","CONSUMER PRICES","INDEX NUMBER","5.38507"
"13764...ZF...","LUXEMBOURG","2009","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","109.012"
"13764H..ZF...","LUXEMBOURG","2009","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","110.023"
"13764..XZF...","LUXEMBOURG","2009","CPI % CHANGE","PERCENT PER ANNU","0.367514"
"13764...ZF...","LUXEMBOURG","2008","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","108.612"
"13764H..ZF...","LUXEMBOURG","2008","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","110.014"
"13764..XZF...","LUXEMBOURG","2008","CPI % CHANGE","PERCENT PER ANNU","3.40026"
"13764...ZF...","LUXEMBOURG","2007","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","105.041"
"13764H..ZF...","LUXEMBOURG","2007","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","105.692"
"13764..XZF...","LUXEMBOURG","2007","CPI % CHANGE","PERCENT PER ANNU","2.30337"
"13764...ZF...","LUXEMBOURG","2006","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","102.676"
"13764H..ZF...","LUXEMBOURG","2006","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","102.961"
"13764..XZF...","LUXEMBOURG","2006","CPI % CHANGE","PERCENT PER ANNU","2.67583"
"13764...ZF...","LUXEMBOURG","2005","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","100"
"13764H..ZF...","LUXEMBOURG","2005","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","100"
"13764..XZF...","LUXEMBOURG","2005","CPI % CHANGE","PERCENT PER ANNU","2.48958"
"13764...ZF...","LUXEMBOURG","2004","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","97.5709"
"13764H..ZF...","LUXEMBOURG","2004","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","96.375"
"13764..XZF...","LUXEMBOURG","2004","CPI % CHANGE","PERCENT PER ANNU","2.22568"
"13764...ZF...","LUXEMBOURG","2003","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","95.4466"
"13764H..ZF...","LUXEMBOURG","2003","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","93.3574"
"13764..XZF...","LUXEMBOURG","2003","CPI % CHANGE","PERCENT PER ANNU","2.04984"
"13764...ZF...","LUXEMBOURG","2002","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","93.5294"
"13764H..ZF...","LUXEMBOURG","2002","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","91.0424"
"13764..XZF...","LUXEMBOURG","2002","CPI % CHANGE","PERCENT PER ANNU","2.07408"
"13764...ZF...","LUXEMBOURG","2001","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","91.6289"
"13764H..ZF...","LUXEMBOURG","2001","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","89.2091"
"13764..XZF...","LUXEMBOURG","2001","CPI % CHANGE","PERCENT PER ANNU","2.66746"
"13764...ZF...","LUXEMBOURG","2000","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","89.2482"
"13764H..ZF...","LUXEMBOURG","2000","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","87.1182"
"13764..XZF...","LUXEMBOURG","2000","CPI % CHANGE","PERCENT PER ANNU","3.14737"
"13764...ZF...","LUXEMBOURG","1999","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","86.525"
"13764H..ZF...","LUXEMBOURG","1999","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","83.944"
"13764..XZF...","LUXEMBOURG","1999","CPI % CHANGE","PERCENT PER ANNU","1.00484"
"13764...ZF...","LUXEMBOURG","1998","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","85.6642"
"13764H..ZF...","LUXEMBOURG","1998","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","83.0983"
"13764..XZF...","LUXEMBOURG","1998","CPI % CHANGE","PERCENT PER ANNU","0.958566"
"13764...ZF...","LUXEMBOURG","1997","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","84.8508"
"13764H..ZF...","LUXEMBOURG","1997","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","82.2999"
"13764..XZF...","LUXEMBOURG","1997","CPI % CHANGE","PERCENT PER ANNU","1.36751"
"13764...ZF...","LUXEMBOURG","1996","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","83.7062"
"13764H..ZF...","LUXEMBOURG","1996","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","81.1768"
"13764..XZF...","LUXEMBOURG","1996","CPI % CHANGE","PERCENT PER ANNU","1.39347"
"13764...ZF...","LUXEMBOURG","1995","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","82.5558"
"13764H..ZF...","LUXEMBOURG","1995","HARM. CONSUMER PRICE INDEX","INDEX NUMBER","80.2431"
"13764..XZF...","LUXEMBOURG","1995","CPI % CHANGE","PERCENT PER ANNU","1.91525"
"13764...ZF...","LUXEMBOURG","1994","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","81.0043"
"13764..XZF...","LUXEMBOURG","1994","CPI % CHANGE","PERCENT PER ANNU","2.20481"
"13764...ZF...","LUXEMBOURG","1993","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","79.2569"
"13764..XZF...","LUXEMBOURG","1993","CPI % CHANGE","PERCENT PER ANNU","3.57792"
"13764...ZF...","LUXEMBOURG","1992","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","76.5191"
"13764..XZF...","LUXEMBOURG","1992","CPI % CHANGE","PERCENT PER ANNU","3.15417"
"13764...ZF...","LUXEMBOURG","1991","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","74.1793"
"13764..XZF...","LUXEMBOURG","1991","CPI % CHANGE","PERCENT PER ANNU","3.11836"
"13764...ZF...","LUXEMBOURG","1990","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","71.9361"
"13764..XZF...","LUXEMBOURG","1990","CPI % CHANGE","PERCENT PER ANNU","3.70198"
"13764...ZF...","LUXEMBOURG","1989","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","69.3681"
"13764..XZF...","LUXEMBOURG","1989","CPI % CHANGE","PERCENT PER ANNU","3.37096"
"13764...ZF...","LUXEMBOURG","1988","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","67.106"
"13764..XZF...","LUXEMBOURG","1988","CPI % CHANGE","PERCENT PER ANNU","1.51522"
"13764...ZF...","LUXEMBOURG","1987","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","66.1044"
"13764..XZF...","LUXEMBOURG","1987","CPI % CHANGE","PERCENT PER ANNU","-0.13408"
"13764...ZF...","LUXEMBOURG","1986","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","66.1931"
"13764..XZF...","LUXEMBOURG","1986","CPI % CHANGE","PERCENT PER ANNU","0.294565"
"13764...ZF...","LUXEMBOURG","1985","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","65.9987"
"13764..XZF...","LUXEMBOURG","1985","CPI % CHANGE","PERCENT PER ANNU","4.09359"
"13764...ZF...","LUXEMBOURG","1984","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","63.4032"
"13764..XZF...","LUXEMBOURG","1984","CPI % CHANGE","PERCENT PER ANNU","5.63685"
"13764...ZF...","LUXEMBOURG","1983","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","60.02"
"13764..XZF...","LUXEMBOURG","1983","CPI % CHANGE","PERCENT PER ANNU","8.66927"
"13764...ZF...","LUXEMBOURG","1982","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","55.2318"
"13764..XZF...","LUXEMBOURG","1982","CPI % CHANGE","PERCENT PER ANNU","9.35705"
"13764...ZF...","LUXEMBOURG","1981","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","50.5059"
"13764..XZF...","LUXEMBOURG","1981","CPI % CHANGE","PERCENT PER ANNU","8.07295"
"13764...ZF...","LUXEMBOURG","1980","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","46.7332"
"13764..XZF...","LUXEMBOURG","1980","CPI % CHANGE","PERCENT PER ANNU","6.2999"
"13764...ZF...","LUXEMBOURG","1979","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","43.9635"
"13764..XZF...","LUXEMBOURG","1979","CPI % CHANGE","PERCENT PER ANNU","4.53862"
"13764...ZF...","LUXEMBOURG","1978","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","42.0548"
"13764..XZF...","LUXEMBOURG","1978","CPI % CHANGE","PERCENT PER ANNU","3.10245"
"13764...ZF...","LUXEMBOURG","1977","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","40.7894"
"13764..XZF...","LUXEMBOURG","1977","CPI % CHANGE","PERCENT PER ANNU","6.7055"
"13764...ZF...","LUXEMBOURG","1976","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","38.2261"
"13764..XZF...","LUXEMBOURG","1976","CPI % CHANGE","PERCENT PER ANNU","9.79734"
"13764...ZF...","LUXEMBOURG","1975","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","34.8151"
"13764..XZF...","LUXEMBOURG","1975","CPI % CHANGE","PERCENT PER ANNU","10.7463"
"13764...ZF...","LUXEMBOURG","1974","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","31.4369"
"13764..XZF...","LUXEMBOURG","1974","CPI % CHANGE","PERCENT PER ANNU","9.44437"
"13764...ZF...","LUXEMBOURG","1973","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","28.7241"
"13764..XZF...","LUXEMBOURG","1973","CPI % CHANGE","PERCENT PER ANNU","6.13399"
"13764...ZF...","LUXEMBOURG","1972","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","27.0639"
"13764..XZF...","LUXEMBOURG","1972","CPI % CHANGE","PERCENT PER ANNU","5.23508"
"13764...ZF...","LUXEMBOURG","1971","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","25.7176"
"13764..XZF...","LUXEMBOURG","1971","CPI % CHANGE","PERCENT PER ANNU","4.66363"
"13764...ZF...","LUXEMBOURG","1970","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","24.5717"
"13764..XZF...","LUXEMBOURG","1970","CPI % CHANGE","PERCENT PER ANNU","4.63859"
"13764...ZF...","LUXEMBOURG","1969","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","23.4824"
"13764..XZF...","LUXEMBOURG","1969","CPI % CHANGE","PERCENT PER ANNU","2.29444"
"13764...ZF...","LUXEMBOURG","1968","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","22.9557"
"13764..XZF...","LUXEMBOURG","1968","CPI % CHANGE","PERCENT PER ANNU","2.62543"
"13764...ZF...","LUXEMBOURG","1967","LUXEMBOURG-CONSUMER PRICES","INDEX NUMBER","22.3685"
"13764..XZF...","LUXEMBOURG","1967","CPI % CHANGE","PERCENT PER ANNU","2.18265"
