stateabb,ccode,leadid,leader,sdate,smonth,syear,emonth,eyear,birthyear,gender,militarycareer,l_month,l_year
COL,100,A2.9-1441,Trujillo,7,8,1990,8,1994,1947,1,0,5,1990
COL,100,A2.9-1444,Pizano,7,8,1994,8,1998,1950,1,0,6,1994
COL,100,A2.9-1447,Arango,7,8,1998,8,2002,1954,1,0,6,1998
COL,100,A2.9-1450,Alvaro Uribe Velez,8,8,2002,8,2010,1952,1,0,5,2002
COL,100,A3.0-25,Santos Calderon,7,8,2010,8,2018,1951,1,0,6,2010
COL,100,K3.1-25,Ivan Duque,7,8,2018,8,2022,1976,1,0,6,2018
COL,100,ctb-100-1,Gustavo Petro,7,8,2022,,,1960,1,0,6,2022
VEN,101,A2.9-1525,Delgado Chalbaud,24,11,1948,11,1950,1909,1,1,,
VEN,101,A2.9-1528,Perez Jimenez,13,11,1950,1,1958,1914,1,1,11,1952
VEN,101,A2.9-1531,Larrazabal,23,1,1958,11,1958,1911,1,1,,
VEN,101,A2.9-1534,Sanabria,14,11,1958,2,1959,1911,1,0,,
VEN,101,A2.9-1537,Betancourt,13,2,1959,3,1964,1908,1,0,12,1958
VEN,101,A2.9-1540,Leoni,11,3,1964,3,1969,1905,1,0,12,1963
VEN,101,A2.9-1543,Caldera Rodriguez,11,3,1969,3,1974,1916,1,0,12,1968
VEN,101,A2.9-1546,Andres Perez,12,3,1974,3,1979,1922,1,0,12,1973
VEN,101,A2.9-1549,Campins,12,3,1979,2,1984,1925,1,0,12,1978
VEN,101,A2.9-1552,Lusinchi,2,2,1984,2,1989,1924,1,0,12,1983
VEN,101,A2.9-1555,Andres Perez,2,2,1989,5,1993,1922,1,0,12,1988
VEN,101,A2.9-1555-1,Lepage Barreto,21,5,1993,6,1993,1923,1,0,,
VEN,101,A2.9-1558,Velasquez,5,6,1993,2,1994,1916,1,0,,
VEN,101,A2.9-1561,Caldera Rodriguez,2,2,1994,2,1999,1916,1,0,12,1993
VEN,101,A2.9-1564,Hugo Chavez,2,2,1999,3,2013,1954,1,1,12,1998
VEN,101,cb-101-1,Nicolas Maduro,5,3,2013,1,2026,1962,1,0,4,2013
VEN,101,,Delcy Rodriguez,3,1,2026,,,1969,0,0,,
GUY,110,A2.9-1567,Burnham,26,5,1966,8,1985,1923,1,0,12,1964
GUY,110,A2.9-1570,Hoyte,6,8,1985,10,1992,1929,1,0,12,1985
GUY,110,A2.9-1573,Jagan Cheddi,9,10,1992,3,1997,1918,1,0,10,1992
GUY,110,A2.9-1576,Samuel Hinds,6,3,1997,12,1997,1943,1,0,,
GUY,110,A2.9-1579,Janet Jagan,19,12,1997,8,1999,1920,0,0,12,1997
GUY,110,A2.9-1582,Bharrat Jagdeo,11,8,1999,12,2011,1964,1,0,8,2006
GUY,110,A3.0-26,Ramotar,3,12,2011,5,2015,1950,1,0,11,2011
GUY,110,cb -110-1,David Granger,16,5,2015,8,2020,1945,1,1,5,2015
GUY,110,ctb-110-1,Mohamed Irfaan Ali,2,8,2020,,,1980,1,0,3,2020
SUR,115,A2.9-1585,Ferrier,25,11,1975,2,1980,1910,1,0,11,1973
SUR,115,A2.9-1588,Bouterse,15,2,1980,1,1988,1945,1,1,,
SUR,115,A2.9-1591,Shankar,25,1,1988,12,1990,1937,1,0,11,1987
SUR,115,A2.9-1597,Kraag,29,12,1990,9,1991,1913,1,0,,
SUR,115,A2.9-1600,Venetiaan,16,9,1991,9,1996,1936,1,0,5,1991
SUR,115,A2.9-1603,Wijdenbosch,15,9,1996,8,2000,1941,1,0,5,1996
SUR,115,A2.9-1606,Venetiaan,12,8,2000,8,2010,1936,1,0,5,2000
SUR,115,A3.0-27,Bouterse,12,8,2010,7,2020,1945,1,1,5,2010
SUR,115,ctb-115-1,Santokhi,16,7,2020,7,2025,1959,1,0,7,2020
SUR,115,,Jennifer Geerlings-Simons,16,7,2025,,,1953,0,0,7,2025
ECU,130,A2.9-1744,Plaza Lasso,1,9,1948,9,1952,1906,1,0,6,1948
ECU,130,A2.9-1747,Velasco Ibarra,1,9,1952,9,1956,1893,1,0,6,1952
ECU,130,A2.9-1750,Ponce Enriquez,1,9,1956,9,1960,1912,1,0,6,1956
ECU,130,A2.9-1753,Velasco Ibarra,1,9,1960,11,1961,1893,1,0,6,1960
ECU,130,A2.9-1756,Arosemena Monroy,7,11,1961,7,1963,1919,1,0,,
ECU,130,A2.9-1759,Castro,11,7,1963,3,1966,1915,1,1,,
ECU,130,A2.9-1762,Yerovi Indaburu,29,3,1966,11,1966,1904,1,0,,
ECU,130,A2.9-1765,Arosemena Gomez,16,11,1966,9,1968,1925,1,0,,
ECU,130,A2.9-1768,Velasco Ibarra,1,9,1968,2,1972,1893,1,0,6,1968
ECU,130,A2.9-1771,Rodriguez Lara,15,2,1972,1,1976,1923,1,1,,
ECU,130,A2.9-1774,Poveda Burbano,11,1,1976,8,1979,1926,1,1,,
ECU,130,A2.9-1777,Roldos Aquilers,10,8,1979,5,1981,1940,1,0,4,1979
ECU,130,A2.9-1780,Hurtado Larrea,24,5,1981,8,1984,1940,1,0,,
ECU,130,A2.9-1783,Febres Cordaro,10,8,1984,8,1988,1931,1,0,5,1984
ECU,130,A2.9-1786,Borja Cevallos,10,8,1988,8,1992,1935,1,0,5,1988
ECU,130,A2.9-1789,Duran Ballen,10,8,1992,8,1996,1921,1,0,7,1992
ECU,130,A2.9-1792,Bucaram Ortiz,10,8,1996,2,1997,1952,1,0,7,1996
ECU,130,A2.9-1795,Alarcon Fabian,6,2,1997,8,1998,1947,1,0,,
ECU,130,A2.9-1804,Mahuad,10,8,1998,1,2000,1949,1,0,5,1998
ECU,130,A2.9-1807,Gustavo Noboa,22,1,2000,1,2003,1937,1,0,,
ECU,130,A2.9-1810,Lucio Gutierrez,15,1,2003,4,2005,1957,1,1,11,2002
ECU,130,A3.0-28,Alfredo Palacio,20,4,2005,1,2007,1939,1,0,,
ECU,130,A3.0-29,Rafael Correa,15,1,2007,5,2017,1963,1,0,11,2006
ECU,130,se-130-1,Lenin Moreno,24,5,2017,5,2021,1953,1,0,4,2017
ECU,130,mf-130-1,Guillermo Lasso,24,5,2021,11,2023,1955,1,0,4,2021
ECU,130,ctb-130-1,Daniel Noboa,23,11,2023,,,1987,1,0,10,2023
PER,135,A2.9-1906,Odria,29,10,1948,6,1950,1897,1,1,,
PER,135,A2.9-1909,Noriega,1,6,1950,7,1950,1900,1,1,,
PER,135,A2.9-1912,Odria,28,7,1950,7,1956,1897,1,1,7,1950
PER,135,A2.9-1915,Ugarteche,28,7,1956,7,1962,1889,1,0,6,1956
PER,135,A2.9-1918,Perez Godoy,19,7,1962,3,1963,1905,1,1,,
PER,135,A2.9-1921,Lindley Lopez,3,3,1963,7,1963,1908,1,1,,
PER,135,A2.9-1924,Belaunde,28,7,1963,10,1968,1913,1,0,6,1963
PER,135,A2.9-1927,Velasco Alvarado,3,10,1968,8,1975,1910,1,1,,
PER,135,A2.9-1930,Morales Bermudez,30,8,1975,7,1980,1921,1,1,,
PER,135,A2.9-1933,Belaunde,28,7,1980,7,1985,1913,1,0,5,1980
PER,135,A2.9-1936,Garcia Perez,28,7,1985,7,1990,1949,1,0,4,1985
PER,135,A2.9-1939,Fujimori,28,7,1990,11,2000,1938,1,0,6,1990
PER,135,A2.9-1942,Valentin Paniagua,23,11,2000,7,2001,1936,1,0,,
PER,135,A2.9-1945,Alejandro Toledo,28,7,2001,7,2006,1946,1,0,6,2001
PER,135,A3.0-30,Garcia Perez,28,7,2006,7,2011,1949,1,0,6,2006
PER,135,A3.0-31,Ollanta Humala,28,7,2011,7,2016,1961,1,1,6,2011
PER,135,cb-135-01,Pedro Pablo Kuczynski,25,7,2016,3,2018,1938,1,0,6,2016
PER,135,ctb-135-01,Martin Vizcarra Cornejo,23,3,2018,11,2020,1963,1,0,,
PER,135,ctb-135-02,Manuel Merino,10,11,2020,11,2020,1961,1,0,,
PER,135,ctb-135-03,Francisco Sagasti,17,11,2020,7,2021,1944,1,0,,
PER,135,mf-135-1,Castillo,28,7,2021,12,2022,1969,1,0,6,2021
PER,135,ctb-135-4,Dina Boluarte,7,12,2022,10,2025,1962,0,0,,
PER,135,,Jose Jeri,10,10,2025,,,1986,,,,
BRA,140,A2.9-1996,Dutra,31,1,1946,1,1951,1885,1,1,12,1945
BRA,140,A2.9-1999,Vargas,10,2,1951,8,1954,1883,1,0,10,1950
BRA,140,A2.9-2002,Cafe Filho,24,8,1954,11,1955,1899,1,0,,
BRA,140,A2.9-2008,Oliveria Ramos,11,11,1955,1,1956,1889,1,0,,
BRA,140,A2.9-2011,Kubitschek,31,1,1956,1,1961,1902,1,0,10,1955
BRA,140,A2.9-2014,Quadros,31,1,1961,8,1961,1917,1,0,10,1960
BRA,140,A2.9-2017,Ranieri Mazzilli,25,8,1961,9,1961,1910,1,0,,
BRA,140,A2.9-2020,Goulart,7,9,1961,4,1964,1918,1,0,1,1963
BRA,140,A2.9-2023,Ranieri Mazzilli,2,4,1964,4,1964,1910,1,0,,
BRA,140,A2.9-2026,Castello Branco,15,4,1964,3,1967,1900,1,1,4,1964
BRA,140,A2.9-2029,Costa de Silva,15,3,1967,9,1969,1902,1,1,10,1966
BRA,140,A2.9-2032,Military Junta,1,9,1969,10,1969,1905,1,1,,
BRA,140,A2.9-2035,Medici,25,10,1969,3,1974,1905,1,1,10,1969
BRA,140,A2.9-2038,Geisel,15,3,1974,3,1979,1907,1,1,1,1974
BRA,140,A2.9-2041,Figueiredo,15,3,1979,3,1985,1918,1,1,1,1978
BRA,140,A2.9-2044,Sarnay,21,3,1985,3,1990,1930,1,0,1,1985
BRA,140,A2.9-2047,Mello,15,3,1990,10,1992,1949,1,0,12,1989
BRA,140,A2.9-2050,"Franco, Itamar",2,10,1992,12,1994,1930,1,0,,
BRA,140,A2.9-2053,Cardoso,1,1,1995,1,2003,1931,1,0,10,1994
BRA,140,A2.9-2056,Lula da Silva,1,1,2003,1,2011,1945,1,0,10,2002
BRA,140,A3.0-32,Rousseff,1,1,2011,5,2016,1947,0,0,10,2010
BRA,140,cb-140-1,Temer,31,8,2016,1,2019,1940,1,0,,
BRA,140,ctb-140-2,Bolsonaro,1,1,2019,12,2022,1955,1,1,10,2018
BRA,140,ctb-140-3,Lula da Silva,1,1,2023,,,1945,1,0,10,2022
BOL,145,A2.9-2137,Urriolagoitia,7,5,1949,5,1951,1894,1,0,1,1947
BOL,145,A2.9-2140,Ballivian Rojas,16,5,1951,4,1952,1902,1,1,,
BOL,145,A2.9-2143,Siles Zuazo,11,4,1952,4,1952,1914,1,0,,
BOL,145,A2.9-2146,Paz Estenssoro,17,4,1952,6,1956,1907,1,0,,
BOL,145,A2.9-2149,Siles Zuazo,17,6,1956,8,1960,1914,1,0,6,1956
BOL,145,A2.9-2152,Paz Estenssoro,6,8,1960,11,1964,1907,1,0,6,1960
BOL,145,A2.9-2155,Barrientos Ortuna,6,11,1964,1,1966,1919,1,1,,
BOL,145,A2.9-2158,Ovando Candia,5,1,1966,8,1966,1918,1,1,,
BOL,145,A2.9-2161,Barrientos Ortuna,6,8,1966,4,1969,1919,1,1,7,1966
BOL,145,A2.9-2164,Siles Salinas,27,4,1969,9,1969,1925,1,0,,
BOL,145,A2.9-2167,Ovando Candia,26,9,1969,10,1970,1918,1,1,,
BOL,145,A2.9-2170,Torres,7,10,1970,8,1971,1921,1,1,,
BOL,145,A2.9-2173,Banzer Suarez,22,8,1971,7,1978,1926,1,1,,
BOL,145,A2.9-2176,Pereda Asbun,21,7,1978,11,1978,1932,1,1,7,1978
BOL,145,A2.9-2179,Padilla Aranciba,24,11,1978,8,1979,1927,1,1,,
BOL,145,A2.9-2182,Guevara Arze,8,8,1979,11,1979,1911,1,0,,
BOL,145,A2.9-2185,Natusch Busch,1,11,1979,11,1979,1927,1,1,,
BOL,145,A2.9-2188,Gueiler Tejada,16,11,1979,7,1980,1925,0,0,,
BOL,145,A2.9-2191,Garcia Meza Tejada,18,7,1980,8,1981,1932,1,1,,
BOL,145,A2.9-2194,Torrelio Villa,5,8,1981,7,1982,1933,1,1,,
BOL,145,A2.9-2197,Vildoso Calderon,21,7,1982,10,1982,1937,1,1,,
BOL,145,A2.9-2200,Siles Zuazo,10,10,1982,8,1985,1914,1,0,10,1982
BOL,145,A2.9-2203,Paz Estenssoro,6,8,1985,8,1989,1907,1,0,7,1985
BOL,145,A2.9-2206,Paz Zamora,6,8,1989,8,1993,1939,1,0,5,1989
BOL,145,A2.9-2209,Gonzalo Sanchez de Lozada,6,8,1993,8,1997,1930,1,0,6,1993
BOL,145,A2.9-2212,Banzer Suarez,6,8,1997,8,2001,1926,1,1,6,1997
BOL,145,A2.9-2215,Jorge Quiroga Ramirez,7,8,2001,8,2002,1960,1,0,,
BOL,145,A2.9-2218,Gonzalo Sanchez de Lozada,8,8,2002,10,2003,1930,1,0,,
BOL,145,A2.9-2221,Carlos Mesa,17,10,2003,6,2005,1953,1,0,,
BOL,145,A3.0-33,Eduardo Rodriguez,9,6,2005,1,2006,1956,1,0,,
BOL,145,A3.0-34,Evo Morales,22,1,2006,11,2019,1959,1,0,12,2005
BOL,145,ctb-145-1,Jeanine Anez,12,11,2019,11,2020,1967,0,0,,
BOL,145,ctb-145-2,Luis Arce,8,11,2020,,,1963,1,0,10,2020
PAR,150,A2.9-2347,Chavez,10,9,1949,5,1954,1882,1,0,4,1949
PAR,150,A2.9-2350,Pareira,6,5,1954,7,1954,1886,1,0,,
PAR,150,A2.9-2353,Stroessner,11,7,1954,2,1989,1912,1,1,7,1954
PAR,150,A2.9-2356,Rodriguez Pedotti,3,2,1989,8,1993,1924,1,1,5,1989
PAR,150,A2.9-2359,Wasmosy Monti,15,8,1993,8,1998,1938,1,0,5,1993
PAR,150,A2.9-2362,Cubas Grau,15,8,1998,3,1999,1943,1,0,5,1998
PAR,150,A2.9-2365,Gonzalez Macchi,28,3,1999,8,2003,1947,1,0,,
PAR,150,A2.9-2368,Nicanor Duarte Frutos,15,8,2003,8,2008,1956,1,0,4,2003
PAR,150,A3.0-35,Fernando Lugo,15,8,2008,6,2012,1951,1,0,4,2008
PAR,150,cb-150-1,Federico Franco,12,6,2012,8,2013,1962,1,0,,
PAR,150,cb-150-2,Horacio Cartes,15,8,2013,8,2018,1956,1,0,4,2013
PAR,150,ctb-150-1,Mario Abdo Benitez,15,8,2018,8,2023,1971,1,1,4,2018
PAR,150,ctb-150-2,Santiago Pena,15,8,2023,,,1978,1,0,4,2023
CHL,155,A2.9-2482,Gonzalez Videla,3,11,1946,11,1952,1898,1,0,9,1946
CHL,155,A2.9-2485,Ibanez Campo,3,11,1952,11,1958,1877,1,1,9,1952
CHL,155,A2.9-2488,Alessandri Rodriguez,3,11,1958,11,1964,1896,1,0,9,1958
CHL,155,A2.9-2491,Frei Montalva,3,11,1964,11,1970,1911,1,0,9,1964
CHL,155,A2.9-2494,Allende,4,11,1970,9,1973,1908,1,0,9,1970
CHL,155,A2.9-2497,Pinochet,11,9,1973,3,1990,1915,1,1,1,1978
CHL,155,A2.9-2500,Aylwin,11,3,1990,3,1994,1918,1,0,12,1989
CHL,155,A2.9-2503,Frei Ruiz-Tagle,11,3,1994,3,2000,1942,1,0,12,1993
CHL,155,A2.9-2506,Ricardo Lagos Escobar,12,3,2000,3,2006,1928,1,0,12,1999
CHL,155,A3.0-36,Michelle Bachelet,11,3,2006,3,2010,1951,0,0,1,2006
CHL,155,cb-155-1,Sebastian Pinera,11,3,2010,3,2014,1949,1,0,1,2010
CHL,155,cb-155-2,Michelle Bachelet,11,3,2014,3,2018,1951,0,0,12,2013
CHL,155,cb-155-3,Sebastian Pinera,11,3,2018,3,2022,1949,1,0,12,2017
CHL,155,jp-155-4,Gabriel Boric,11,3,2022,,,1986,1,0,12,2021
ARG,160,A2.9-2572,Peron,4,6,1946,9,1955,1895,1,1,2,1946
ARG,160,A2.9-2575,Lonardi,20,9,1955,11,1955,1896,1,1,,
ARG,160,A2.9-2578,Aramburu,13,11,1955,5,1958,1903,1,1,,
ARG,160,A2.9-2581,Frondizi,1,5,1958,3,1962,1908,1,0,2,1958
ARG,160,A2.9-2584,Guido,29,3,1962,10,1963,1910,1,0,,
ARG,160,A2.9-2587,Arturo Illia,12,10,1963,6,1966,1900,1,0,7,1963
ARG,160,A2.9-2590,Ongania,28,6,1966,6,1970,1914,1,1,,
ARG,160,A2.9-2593,Lanusse,8,6,1970,6,1970,1918,1,1,,
ARG,160,A2.9-2596,Levingston,18,6,1970,3,1971,1920,1,1,,
ARG,160,A2.9-2599,Lanusse,25,3,1971,5,1973,1918,1,1,,
ARG,160,A2.9-2602,Campora,25,5,1973,7,1973,1909,1,0,3,1973
ARG,160,A2.9-2605,Lastiri,13,7,1973,10,1973,1915,1,0,,
ARG,160,A2.9-2608,Peron,12,10,1973,7,1974,1895,1,1,9,1973
ARG,160,A2.9-2611,"Peron, Isabel",1,7,1974,3,1976,1931,0,0,,
ARG,160,A2.9-2614,Videla,29,3,1976,3,1981,1925,1,1,,
ARG,160,A2.9-2617,Viola,29,3,1981,11,1981,1924,1,1,,
ARG,160,A2.9-2620,Liendo,20,11,1981,12,1981,1924,1,1,,
ARG,160,A2.9-2623,Galtieri,12,12,1981,6,1982,1926,1,1,,
ARG,160,A2.9-2626,Saint-Jean,18,6,1982,7,1982,1926,1,1,,
ARG,160,A2.9-2629,Bignone,1,7,1982,12,1983,1928,1,1,,
ARG,160,A2.9-2632,Alfonsin,10,12,1983,7,1989,1926,1,0,10,1983
ARG,160,A2.9-2635,Menem,8,7,1989,12,1999,1930,1,0,5,1989
ARG,160,A2.9-2638,de la Rua,10,12,1999,12,2001,1937,1,0,10,1999
ARG,160,A2.9-2644,Adolfo Rodriguez Saa,23,12,2001,1,2002,1947,1,0,,
ARG,160,A2.9-2647,Eduardo Duhalde,2,1,2002,5,2003,1941,1,0,,
ARG,160,A2.9-2650,Nestor Kirchner,25,5,2003,12,2007,1950,1,0,4,2003
ARG,160,A3.0-37,Fernandez de Kirchner,10,12,2007,12,2015,1953,0,0,10,2007
ARG,160,cb.0-38,Mauricio Macri,10,12,2015,12,2019,1959,1,0,11,2015
ARG,160,ctb-160-1,Alberto Fernandez,10,12,2019,12,2023,1959,1,0,10,2019
ARG,160,ctb-160-2,Javier Milei,10,12,2023,,,1970,1,0,11,2023
URU,165,A2.9-2725,Batlle Berres,1,8,1947,3,1951,1897,1,0,11,1946
URU,165,A2.9-2728,Martinez Trueba,1,3,1951,3,1955,1884,1,0,11,1950
URU,165,A2.9-2731,Batlle Berres,1,3,1955,3,1956,1897,1,0,11,1954
URU,165,A2.9-2734,Zubiria,1,3,1956,3,1957,1901,1,0,,
URU,165,A2.9-2737,Lezama,1,3,1957,3,1958,1899,1,0,,
URU,165,A2.9-2740,Fisher,1,3,1958,3,1959,1903,1,0,,
URU,165,A2.9-2743,Echegoyen,2,3,1959,3,1960,1892,1,0,11,1958
URU,165,A2.9-2746,Nardone,1,3,1960,3,1961,1907,1,0,,
URU,165,A2.9-2749,Haedo,1,3,1961,3,1962,1898,1,0,,
URU,165,A2.9-2752,Harrison,1,3,1962,3,1963,1900,1,0,,
URU,165,A2.9-2755,Crespo,1,3,1963,3,1964,1901,1,0,11,1962
URU,165,A2.9-2758,Giannattasio,2,3,1964,2,1965,1895,1,0,,
URU,165,A2.9-2761,Beltran,7,2,1965,3,1966,1914,1,0,,
URU,165,A2.9-2764,Heber Usher,1,3,1966,3,1967,1916,1,0,,
URU,165,A2.9-2767,Gestido,1,3,1967,12,1967,1901,1,1,11,1966
URU,165,A2.9-2770,Pacheco Areco,6,12,1967,3,1972,1920,1,0,,
URU,165,A2.9-2773,Bordaberry,1,3,1972,6,1976,1928,1,0,11,1971
URU,165,A2.9-2776,Demichelli,12,6,1976,9,1976,1894,1,1,,
URU,165,A2.9-2779,Mendez Manfredini,1,9,1976,9,1981,1904,1,0,,
URU,165,A2.9-2782,Alvarez Armalino,1,9,1981,3,1985,1925,1,1,,
URU,165,A2.9-2785,Sanguinetti,1,3,1985,3,1990,1936,1,0,11,1984
URU,165,A2.9-2788,Lacalle de Herrera,1,3,1990,3,1995,1941,1,0,11,1989
URU,165,A2.9-2791,Sanguinetti,1,3,1995,3,2000,1936,1,0,11,1994
URU,165,A2.9-2794,Jorge Batlle,2,3,2000,3,2005,1927,1,0,11,1999
URU,165,A3.0-38,Tabare Vazquez,1,3,2005,3,2010,1940,1,0,10,2004
URU,165,A3.0-39,Jose Mujica,1,3,2010,3,2015,1935,1,0,10,2009
URU,165,cb-165-1,Tabare Vazquez,1,3,2015,3,2020,1940,1,0,10,2014
URU,165,ctb-165-1,Luis Lacalle Pou,1,3,2020,3,2025,1973,1,0,11,2020
URU,165,,Yamandu Orsi,1,3,2025,,,1967,1,,11,2024
UKG,200,A2.9-2857,Atlee,27,7,1945,10,1951,1883,1,0,7,1945
UKG,200,A2.9-2860,Churchill,26,10,1951,4,1955,1874,1,0,10,1951
UKG,200,A2.9-2863,Eden,6,4,1955,1,1957,1897,1,0,5,1955
UKG,200,A2.9-2866,MacMillan,10,1,1957,10,1963,1894,1,0,10,1959
UKG,200,A2.9-2869,Douglas-Home,18,10,1963,10,1964,1903,1,0,,
UKG,200,A2.9-2872,Wilson,16,10,1964,6,1970,1916,1,0,10,1964
UKG,200,A2.9-2875,Heath,19,6,1970,3,1974,1916,1,0,6,1970
UKG,200,A2.9-2878,Wilson,4,3,1974,4,1976,1916,1,0,2,1974
UKG,200,A2.9-2881,Callaghan,5,4,1976,5,1979,1912,1,0,,
UKG,200,A2.9-2884,Thatcher,4,5,1979,11,1990,1925,0,0,5,1979
UKG,200,A2.9-2887,Major,28,11,1990,5,1997,1943,1,0,4,1992
UKG,200,A2.9-2890,Tony Blair,2,5,1997,6,2007,1953,1,0,5,1997
UKG,200,A3.0-40,Gordon Brown,27,6,2007,5,2010,1951,1,0,,
UKG,200,A3.0-41,David Cameron,11,5,2010,7,2016,1966,1,0,5,2010
UKG,200,cb-200-01,Teresa May,13,7,2016,7,2019,1956,0,0,6,2017
UKG,200,ctb-200-1,Boris Johnson,24,7,2019,9,2022,1964,1,0,7,2019
UKG,200,ctb-200-2,Liz Truss,6,9,2022,10,2022,1975,0,0,,
UKG,200,ctb-200-3,Rishi Sunak,25,10,2022,5,2024,1980,1,0,,
UKG,200,,Keir Starmer,5,7,2024,,,1962,1,,,
IRE,205,A2.9-2908,Costello,18,2,1948,6,1951,1891,1,0,2,1948
IRE,205,A2.9-2911,de Valera,13,6,1951,6,1954,1882,1,0,5,1951
IRE,205,A2.9-2914,Costello,2,6,1954,3,1957,1891,1,0,5,1954
IRE,205,A2.9-2917,de Valera,20,3,1957,6,1959,1882,1,0,3,1957
IRE,205,A2.9-2920,LeMass,23,6,1959,11,1966,1899,1,0,10,1961
IRE,205,A2.9-2923,Lynch,10,11,1966,3,1973,1917,1,0,6,1969
IRE,205,A2.9-2926,"Cosgrave, L.",14,3,1973,7,1977,1920,1,0,2,1973
IRE,205,A2.9-2929,Lynch,5,7,1977,12,1979,1917,1,0,6,1977
IRE,205,A2.9-2932,Haughey,11,12,1979,6,1981,1925,1,0,,
IRE,205,A2.9-2935,Fitzgerald,30,6,1981,3,1982,1926,1,0,6,1981
IRE,205,A2.9-2938,Haughey,9,3,1982,12,1982,1925,1,0,2,1982
IRE,205,A2.9-2941,Fitzgerald,14,12,1982,3,1987,1926,1,0,11,1982
IRE,205,A2.9-2944,Haughey,10,3,1987,2,1992,1925,1,0,2,1987
IRE,205,A2.9-2947,Reynolds,11,2,1992,12,1994,1935,1,0,11,1992
IRE,205,A2.9-2950,Bruton,15,12,1994,6,1997,1947,1,0,,
IRE,205,A2.9-2953,Ahern,26,6,1997,5,2008,1951,1,0,6,1997
IRE,205,A3.0-42,B. Cowen,7,5,2008,3,2011,1960,1,0,,
IRE,205,A3.0-43,E. Kenny,9,3,2011,6,2017,1951,1,0,2,2011
IRE,205,se-205-1,Leo Varadkar,14,6,2017,6,2020,1979,1,0,,
IRE,205,ctb-205-1,Martin,27,6,2020,12,2022,1960,1,0,2,2020
IRE,205,ctb-205-2,Leo Varadkar,17,12,2022,4,2024,1979,1,0,,
IRE,205,,Simon Harris,9,4,2024,1,2025,1986,1,0,,
IRE,205,,Micheál Martin,23,1,2025,,,1960,1,0,,
NTH,210,A2.9-3016,Drees,7,8,1948,12,1958,1886,1,0,7,1948
NTH,210,A2.9-3019,Beel,22,12,1958,5,1959,1902,1,0,,
NTH,210,A2.9-3022,de Quay,19,5,1959,5,1963,1901,1,0,3,1959
NTH,210,A2.9-3025,Marijnen,24,7,1963,2,1965,1917,1,0,5,1963
NTH,210,A2.9-3028,Cals,27,4,1965,10,1966,1914,1,0,,
NTH,210,A2.9-3031,Zijlstra,22,11,1966,2,1967,1918,1,0,,
NTH,210,A2.9-3034,De Jong,3,4,1967,4,1971,1915,1,1,2,1967
NTH,210,A2.9-3037,Biesheuvel,6,7,1971,5,1973,1920,1,0,4,1971
NTH,210,A2.9-3040,den Uyl,11,5,1973,12,1977,1919,1,0,11,1972
NTH,210,A2.9-3043,van Agt,19,12,1977,11,1982,1931,1,0,5,1977
NTH,210,A2.9-3046,Lubbers,4,11,1982,8,1994,1939,1,0,9,1982
NTH,210,A2.9-3049,Kok,22,8,1994,7,2002,1938,1,0,5,1994
NTH,210,A2.9-3052,Jan Peter Balkenende,22,7,2002,10,2010,1956,1,0,5,2002
NTH,210,A3.0-44,Mark Rutte,14,10,2010,7,2024,1967,1,0,6,2010
NTH,210,,Dick Schoof,2,7,2024,,,1957,1,,11,2023
BEL,211,A2.9-3157,"Eyskens, G.",10,8,1949,3,1950,1905,1,0,6,1949
BEL,211,A2.9-3160,Duvieusart,8,6,1950,8,1950,1900,1,0,6,1950
BEL,211,A2.9-3163,Pholien,15,8,1950,1,1952,1884,1,0,,
BEL,211,A2.9-3166,van Houtte,15,1,1952,4,1954,1907,1,0,,
BEL,211,A2.9-3169,van Acker,22,4,1954,6,1958,1898,1,1,4,1954
BEL,211,A2.9-3172,"Eyskens, G.",25,6,1958,3,1961,1905,1,0,6,1958
BEL,211,A2.9-3175,Lefevre,25,4,1961,7,1965,1914,1,0,3,1961
BEL,211,A2.9-3178,Harmel,27,7,1965,2,1966,1911,1,0,5,1965
BEL,211,A2.9-3181,Vanden Boeynants,19,3,1966,6,1968,1919,1,0,,
BEL,211,A2.9-3184,"Eyskens, G.",17,6,1968,1,1973,1905,1,0,3,1968
BEL,211,A2.9-3187,Leburton,26,1,1973,4,1974,1915,1,0,,
BEL,211,A2.9-3190,Tindemans,25,4,1974,10,1978,1922,1,0,3,1974
BEL,211,A2.9-3193,Vanden Boeynants,20,10,1978,4,1979,1919,1,0,,
BEL,211,A2.9-3196,Martens,3,4,1979,4,1981,1936,1,0,12,1978
BEL,211,A2.9-3199,"Eyskens, M.",6,4,1981,12,1981,1933,1,0,,
BEL,211,A2.9-3202,Martens,17,12,1981,3,1992,1936,1,0,12,1978
BEL,211,A2.9-3205,Dehaene,7,3,1992,7,1999,1940,1,0,5,1995
BEL,211,A2.9-3208,Verhofstadt,12,7,1999,3,2008,1953,1,0,6,1999
BEL,211,A3.0-45,Leterme,20,3,2008,12,2008,1960,1,0,,
BEL,211,A3.0-46,van Rompuy,30,12,2008,11,2009,1947,1,0,,
BEL,211,A3.0-47,Leterme,25,11,2009,12,2011,1960,1,0,,
BEL,211,A3.0-48,Di Rupo,6,12,2011,10,2014,1951,1,0,6,2010
BEL,211,cb-211-1,Charles Michel,11,10,2014,10,2019,1975,1,0,5,2014
BEL,211,ctb-211-1,Sophie Wilmes,27,10,2019,10,2020,1975,0,0,5,2019
BEL,211,ctb-211-2,Alexander De Croo,1,10,2020,2,2025,1975,1,0,,
